"YLR044C"	"YHR174W"	"YPR035W"
"5907_YPDRapa"	14	24	3
"5908_YPDRapa"	34	31	5
"5909_YPDRapa"	25	18	6
"5910_YPDRapa"	26	39	12
"5911_YPDRapa"	11	16	3
"5912_YPDRapa"	48	50	17
"5913_YPDRapa"	19	19	4
"5914_YPDRapa"	23	28	3
"5915_YPDRapa"	10	25	10
"5916_YPDRapa"	26	20	3
"5917_YPDRapa"	58	65	19
"5918_YPDRapa"	38	23	2
"5919_YPDRapa"	42	50	5
"5920_YPDRapa"	19	29	5
"5921_YPDRapa"	30	50	10
"5922_YPDRapa"	36	27	1
"5923_YPDRapa"	20	15	0
"5924_YPDRapa"	10	19	3
"5925_YPDRapa"	21	27	13
"5926_YPDRapa"	30	24	7
"5927_YPDRapa"	24	19	2
"5928_YPDRapa"	21	23	4
"5929_YPDRapa"	35	49	4
"5930_YPDRapa"	109	172	22
"5931_YPDRapa"	29	42	5
"5932_YPDRapa"	22	12	5
"5933_YPDRapa"	23	11	1
"5934_YPDRapa"	37	30	0
"5935_YPDRapa"	17	24	5
"5936_YPDRapa"	12	23	3
"5937_YPDRapa"	39	40	10
"5938_YPDRapa"	26	36	5
"5939_YPDRapa"	24	30	6
"5940_YPDRapa"	55	57	12
"5941_YPDRapa"	22	30	9
"5942_YPDRapa"	13	13	2
"5943_YPDRapa"	38	63	8
"5944_YPDRapa"	9	11	7
"5945_YPDRapa"	49	49	10
"5946_YPDRapa"	11	13	2
"5947_YPDRapa"	92	108	27
"5948_YPDRapa"	34	26	4
"5949_YPDRapa"	21	18	3
"5950_YPDRapa"	24	24	1
"5951_YPDRapa"	17	19	6
"5952_YPDRapa"	13	29	5
"5953_YPDRapa"	20	22	1
"5954_YPDRapa"	24	12	4
"5955_YPDRapa"	56	41	3
"5956_YPDRapa"	43	51	8
"5957_YPDRapa"	14	35	6
"5958_YPDRapa"	29	13	2
"5959_YPDRapa"	20	21	6
"5960_YPDRapa"	70	50	8
"5961_YPDRapa"	16	20	5
"5962_YPDRapa"	26	27	12
"5963_YPDRapa"	34	45	11
"5964_YPDRapa"	36	36	10
"5965_YPDRapa"	40	36	7
"5966_YPDRapa"	117	238	54
"5967_YPDRapa"	23	15	4
"5968_YPDRapa"	5	13	1
"5969_YPDRapa"	28	21	1
"5970_YPDRapa"	13	15	5
"5971_YPDRapa"	32	37	6
"5972_YPDRapa"	20	19	1
"5973_YPDRapa"	27	31	7
"5974_YPDRapa"	7	26	3
"5975_YPDRapa"	50	90	11
"5976_YPDRapa"	23	22	1
"5977_YPDRapa"	17	24	4
"5978_YPDRapa"	36	35	3
"5979_YPDRapa"	30	27	2
"5980_YPDRapa"	28	50	7
"5981_YPDRapa"	39	52	7
"5982_YPDRapa"	39	53	4
"5983_YPDRapa"	12	18	1
"5984_YPDRapa"	25	38	4
"5985_YPDRapa"	19	12	1
"5986_YPDRapa"	28	22	4
"5987_YPDRapa"	20	26	1
"5988_YPDRapa"	25	47	8
"5989_YPDRapa"	24	18	3
"5990_YPDRapa"	43	47	6
"5991_YPDRapa"	17	27	3
"5992_YPDRapa"	18	15	10
"5993_YPDRapa"	20	16	3
"5994_YPDRapa"	16	15	5
"5995_YPDRapa"	18	27	8
"5996_YPDRapa"	21	37	3
"5997_YPDRapa"	19	22	10
"5998_YPDRapa"	14	24	2
"5999_YPDRapa"	49	54	9
"6000_YPDRapa"	34	37	1
"6001_YPDRapa"	19	20	5
"6002_YPDRapa"	25	18	0
"6003_YPDRapa"	22	25	10
"6004_YPDRapa"	19	37	9
"6005_YPDRapa"	51	44	15
"6006_YPDRapa"	45	29	3
"6007_YPDRapa"	17	21	2
"6008_YPDRapa"	28	29	7
"6009_YPDRapa"	23	26	10
"6010_YPDRapa"	27	19	1
"6011_YPDRapa"	42	32	3
"6012_YPDRapa"	25	30	4
"6013_YPDRapa"	28	34	15
"6014_YPDRapa"	50	76	11
"6015_YPDRapa"	26	30	4
"6016_YPDRapa"	14	22	1
"6017_YPDRapa"	20	23	5
"6018_YPDRapa"	29	26	2
"6019_YPDRapa"	7	6	4
"6020_YPDRapa"	48	59	17
"6021_YPDRapa"	29	29	8
"6022_YPDRapa"	8	25	2
"6023_YPDRapa"	13	18	7
"6024_YPDRapa"	10	24	3
"6025_YPDRapa"	14	20	2
"6026_YPDRapa"	35	33	5
"6027_YPDRapa"	37	27	7
"6028_YPDRapa"	17	15	2
"6029_YPDRapa"	16	22	3
"6030_YPDRapa"	45	43	8
"6031_YPDRapa"	16	25	5
"6032_YPDRapa"	33	22	8
"6033_YPDRapa"	30	20	3
"6034_YPDRapa"	21	35	5
"6035_YPDRapa"	20	20	6
"6036_YPDRapa"	22	22	3
"6037_YPDRapa"	40	46	4
"6038_YPDRapa"	23	38	8
"6039_YPDRapa"	7	11	5
"6040_YPDRapa"	19	20	3
"6041_YPDRapa"	62	105	24
"6042_YPDRapa"	24	29	6
"6043_YPDRapa"	24	20	6
"6044_YPDRapa"	35	46	11
"6045_YPDRapa"	11	18	1
"6046_YPDRapa"	13	22	5
"6047_YPDRapa"	16	11	3
"6048_YPDRapa"	42	36	9
"6049_YPDRapa"	22	29	6
"6050_YPDRapa"	56	106	12
"6051_YPDRapa"	24	25	7
"6052_YPDRapa"	11	11	2
"6053_YPDRapa"	13	15	7
"6054_YPDRapa"	90	79	21
"6055_YPDRapa"	32	47	8
"6056_YPDRapa"	22	31	3
"6057_YPDRapa"	12	23	5
"6058_YPDRapa"	31	52	5
"6059_YPDRapa"	20	33	4
"6060_YPDRapa"	23	48	20
"6061_YPDRapa"	20	17	9
"6062_YPDRapa"	23	27	6
"6063_YPDRapa"	20	26	0
"6064_YPDRapa"	13	40	5
"6065_YPDRapa"	7	10	2
"6066_YPDRapa"	129	138	22
"6067_YPDRapa"	41	26	5
"6068_YPDRapa"	47	46	6
"6069_YPDRapa"	10	17	2
"6070_YPDRapa"	10	15	1
"6071_YPDRapa"	14	33	15
"6072_YPDRapa"	45	40	14
"6073_YPDRapa"	13	14	1
"6074_YPDRapa"	27	25	6
"6075_YPDRapa"	15	17	2
"6076_YPDRapa"	16	25	5
"6077_YPDRapa"	25	12	1
"6078_YPDRapa"	22	37	4
"6079_YPDRapa"	41	35	10
"6080_YPDRapa"	65	56	17
"6081_YPDRapa"	28	29	6
"6082_YPDRapa"	38	38	5
"6083_YPDRapa"	25	31	2
"6084_YPDRapa"	24	18	5
"6085_YPDRapa"	56	40	7
"6086_YPDRapa"	48	67	13
"6087_YPDRapa"	14	27	3
"6088_YPDRapa"	14	15	2
"6089_YPDRapa"	50	53	19
"6090_YPDRapa"	25	20	2
"6091_YPDRapa"	11	15	2
"6092_YPDRapa"	28	30	2
"6093_YPDRapa"	14	24	6
"6094_YPDRapa"	7	38	3
"6095_YPDRapa"	36	51	6
"6096_YPDRapa"	36	46	8
"6097_YPDRapa"	21	17	0
"6098_YPDRapa"	22	18	2
"6099_YPDRapa"	30	37	6
"6100_YPDRapa"	27	34	13
"6101_YPDRapa"	35	30	0
"6102_YPDRapa"	38	40	3
"6103_YPDRapa"	10	10	7
"6104_YPDRapa"	29	20	3
"6105_YPDRapa"	34	41	6
"6106_YPDRapa"	29	65	18
"6107_YPDRapa"	28	19	4
"6108_YPDRapa"	16	23	6
"6109_YPDRapa"	8	20	6
"6110_YPDRapa"	35	28	6
"6111_YPDRapa"	45	30	2
"6112_YPDRapa"	38	31	9
"6113_YPDRapa"	30	50	7
"6114_YPDRapa"	17	27	5
"6115_YPDRapa"	22	24	0
"6116_YPDRapa"	42	38	5
"6117_YPDRapa"	6	8	2
"6118_YPDRapa"	41	52	7
"6119_YPDRapa"	43	59	11
"6120_YPDRapa"	12	31	2
"6121_YPDRapa"	15	33	3
"6122_YPDRapa"	15	9	5
"6123_YPDRapa"	20	16	3
"6124_YPDRapa"	27	41	11
"6125_YPDRapa"	14	36	1
"6126_YPDRapa"	15	29	5
"6127_YPDRapa"	21	21	3
"6128_YPDRapa"	25	20	0
"6129_YPDRapa"	33	39	19
"6130_YPDRapa"	7	15	1
"6131_YPDRapa"	40	42	4
"6132_YPDRapa"	14	26	5
"6133_YPDRapa"	51	63	8
"6134_YPDRapa"	19	24	12
"6135_YPDRapa"	13	24	4
"6136_YPDRapa"	54	67	22
"6137_YPDRapa"	17	24	5
"6138_YPDRapa"	20	25	4
"6139_YPDRapa"	44	65	11
"6140_YPDRapa"	13	13	4
"6141_YPDRapa"	22	27	9
"6142_YPDRapa"	16	17	2
"6143_YPDRapa"	13	11	0
"6144_YPDRapa"	23	20	1
"6145_YPDRapa"	30	35	5
"6146_YPDRapa"	53	78	8
"6147_YPDRapa"	25	32	5
"6148_YPDRapa"	45	43	12
"6149_YPDRapa"	77	86	30
"6150_YPDRapa"	33	34	16
"6151_YPDRapa"	14	18	2
"6152_YPDRapa"	25	28	3
"6153_YPDRapa"	36	29	3
"6154_YPDRapa"	34	34	14
"6155_YPDRapa"	12	17	1
"6156_YPDRapa"	20	25	4
"6157_YPDRapa"	24	33	3
"6158_YPDRapa"	40	37	3
"6159_YPDRapa"	65	35	12
"6160_YPDRapa"	14	30	5
"6161_YPDRapa"	28	31	5
"6162_YPDRapa"	11	21	3
"6163_YPDRapa"	14	13	0
"6164_YPDRapa"	44	46	9
"6165_YPDRapa"	29	33	1
"6166_YPDRapa"	16	14	3
"6167_YPDRapa"	30	42	3
"6168_YPDRapa"	42	36	2
"6169_YPDRapa"	65	67	11
"6170_YPDRapa"	30	28	7
"6171_YPDRapa"	45	58	18
"6172_YPDRapa"	20	30	5
"6173_YPDRapa"	56	38	18
"6174_YPDRapa"	23	17	0
"6175_YPDRapa"	24	44	3
"6176_YPDRapa"	52	63	5
"6177_YPDRapa"	21	36	1
"6178_YPDRapa"	21	25	2
"6179_YPDRapa"	30	18	5
"6180_YPDRapa"	30	20	2
"6181_YPDRapa"	31	24	4
"6182_YPDRapa"	26	23	2
"6183_YPDRapa"	17	22	0
"6184_YPDRapa"	15	39	7
"6185_YPDRapa"	27	22	1
"6186_YPDRapa"	17	29	5
"6187_YPDRapa"	24	25	10
"6188_YPDRapa"	16	17	2
"6189_YPDRapa"	37	44	6
"6190_YPDRapa"	31	33	8
"6191_YPDRapa"	13	12	3
"6192_YPDRapa"	36	38	13
"6193_YPDRapa"	17	24	1
"6194_YPDRapa"	15	16	3
"6195_YPDRapa"	36	72	12
"6196_YPDRapa"	18	28	9
"6197_YPDRapa"	15	24	4
"6198_YPDRapa"	12	29	6
"6199_YPDRapa"	32	51	3
"6200_YPDRapa"	44	40	9
"6201_YPDRapa"	6	8	2
"6202_YPDRapa"	8	24	4
"6203_YPDRapa"	27	46	6
"6204_YPDRapa"	8	15	2
"6205_YPDRapa"	42	26	0
"6206_YPDRapa"	50	38	5
"6207_YPDRapa"	21	28	8
"6208_YPDRapa"	19	20	4
"6209_YPDRapa"	39	53	16
"6210_YPDRapa"	11	19	4
"6211_YPDRapa"	87	111	16
"6212_YPDRapa"	21	22	3
"6213_YPDRapa"	30	23	2
"6214_YPDRapa"	28	23	3
"6215_YPDRapa"	21	21	0
"6216_YPDRapa"	24	39	3
"6217_YPDRapa"	7	17	5
"6218_YPDRapa"	43	43	13
"6219_YPDRapa"	20	6	3
"6220_YPDRapa"	33	33	5
"6221_YPDRapa"	26	31	8
"6222_YPDRapa"	22	34	4
"6223_YPDRapa"	42	50	9
"6224_YPDRapa"	25	20	3
"6225_YPDRapa"	37	44	6
"6226_YPDRapa"	6	13	4
"6227_YPDRapa"	22	18	6
"6228_YPDRapa"	69	36	3
"6229_YPDRapa"	22	38	3
"6230_YPDRapa"	9	9	8
"6231_YPDRapa"	17	20	0
"6232_YPDRapa"	72	62	9
"6233_YPDRapa"	32	27	5
"6234_YPDRapa"	12	27	9
"6235_YPDRapa"	15	18	2
"6236_YPDRapa"	12	20	0
"6237_YPDRapa"	31	35	5
"6238_YPDRapa"	25	32	9
"6239_YPDRapa"	28	60	10
"6240_YPDRapa"	22	20	8
"6241_YPDRapa"	20	17	5
"6242_YPDRapa"	16	20	3
"6243_YPDRapa"	33	30	7
"6244_YPDRapa"	46	78	17
"6245_YPDRapa"	44	27	11
"6246_YPDRapa"	16	15	4
"6247_YPDRapa"	24	19	2
"6248_YPDRapa"	18	20	9
"6249_YPDRapa"	36	32	11
"6250_YPDRapa"	48	69	12
"6251_YPDRapa"	15	16	1
"6252_YPDRapa"	40	34	12
"6253_YPDRapa"	18	22	10
"6254_YPDRapa"	29	43	13
"6255_YPDRapa"	12	11	1
"6256_YPDRapa"	19	15	3
"6257_YPDRapa"	38	42	12
"6258_YPDRapa"	30	49	5
"6259_YPDRapa"	68	36	13
"6260_YPDRapa"	8	25	9
"6261_YPDRapa"	35	35	11
"6262_YPDRapa"	64	52	15
"6263_YPDRapa"	55	30	4
"6264_YPDRapa"	41	54	10
"6265_YPDRapa"	32	31	4
"6266_YPDRapa"	14	14	1
"6267_YPDRapa"	43	49	6
"6268_YPDRapa"	12	10	3
"6269_YPDRapa"	27	22	4
"6270_YPDRapa"	23	30	3
"6271_YPDRapa"	33	28	9
"6272_YPDRapa"	30	20	0
"6273_YPDRapa"	17	33	2
"6274_YPDRapa"	47	54	7
"6275_YPDRapa"	13	22	9
"6276_YPDRapa"	17	21	4
"6277_YPDRapa"	13	23	3
"6278_YPDRapa"	29	35	9
"6279_YPDRapa"	16	26	6
"6280_YPDRapa"	20	14	2
"6281_YPDRapa"	53	46	3
"6282_YPDRapa"	20	36	3
"6283_YPDRapa"	22	16	1
"6284_YPDRapa"	27	15	1
"6285_YPDRapa"	21	23	0
"6286_YPDRapa"	29	33	5
"6287_YPDRapa"	63	47	9
"6288_YPDRapa"	29	24	6
"6289_YPDRapa"	21	25	2
"6290_YPDRapa"	44	33	8
"6291_YPDRapa"	29	25	4
"6292_YPDRapa"	14	14	2
"6293_YPDRapa"	29	22	3
"6294_YPDRapa"	10	5	1
"6295_YPDRapa"	33	36	5
"6296_YPDRapa"	11	15	4
"6297_YPDRapa"	15	16	1
"6298_YPDRapa"	17	24	0
"6299_YPDRapa"	20	29	1
"6300_YPDRapa"	11	27	1
"6301_YPDRapa"	53	64	8
"6302_YPDRapa"	15	34	5
"6303_YPDRapa"	27	23	3
"6304_YPDRapa"	5	12	1
"6305_YPDRapa"	16	24	7
"6306_YPDRapa"	25	15	1
"6307_YPDRapa"	13	25	0
"6308_YPDRapa"	30	9	2
"6309_YPDRapa"	31	52	12
"6310_YPDRapa"	38	29	1
"6311_YPDRapa"	6	24	7
"6312_YPDRapa"	34	57	12
"6313_YPDRapa"	16	18	1
"6314_YPDRapa"	39	54	8
"6315_YPDRapa"	8	27	2
"6316_YPDRapa"	14	29	4
"6317_YPDRapa"	27	31	2
"6318_YPDRapa"	11	7	5
"6319_YPDRapa"	50	83	11
"6320_YPDRapa"	24	27	3
"6321_YPDRapa"	17	14	3
"6322_YPDRapa"	12	23	2
"6323_YPDRapa"	16	22	3
"6324_YPDRapa"	19	22	4
"6325_YPDRapa"	16	26	4
"6326_YPDRapa"	51	48	13
"6327_YPDRapa"	42	22	2
"6328_YPDRapa"	23	38	4
"6329_YPDRapa"	30	34	5
"6330_YPDRapa"	60	49	8
"6331_YPDRapa"	5	21	5
"6332_YPDRapa"	39	39	5
"6333_YPDRapa"	16	17	2
"6334_YPDRapa"	63	64	10
"6335_YPDRapa"	25	50	10
"6336_YPDRapa"	40	33	10
"6337_YPDRapa"	22	27	3
"6338_YPDRapa"	47	54	19
"6339_YPDRapa"	17	26	7
"6340_YPDRapa"	12	23	4
"6341_YPDRapa"	33	35	1
"6342_YPDRapa"	9	20	3
"6343_YPDRapa"	16	14	2
"6344_YPDRapa"	7	15	1
"6345_YPDRapa"	25	24	2
"6346_YPDRapa"	64	51	13
"6347_YPDRapa"	14	18	0
"6348_YPDRapa"	30	20	8
"6349_YPDRapa"	15	19	4
"6350_YPDRapa"	66	80	19
"6351_YPDRapa"	23	15	4
"6352_YPDRapa"	13	25	5
"6353_YPDRapa"	11	10	1
"6354_YPDRapa"	7	8	6
"6355_YPDRapa"	17	21	4
"6356_YPDRapa"	38	36	5
"6357_YPDRapa"	20	12	5
"6358_YPDRapa"	11	17	4
"6359_YPDRapa"	14	29	7
"6360_YPDRapa"	42	66	7
"6361_YPDRapa"	18	23	6
"6362_YPDRapa"	31	17	5
"6363_YPDRapa"	16	23	1
"6364_YPDRapa"	17	9	3
"6365_YPDRapa"	35	33	12
"6366_YPDRapa"	15	15	1
"6367_YPDRapa"	35	20	4
"6368_YPDRapa"	49	43	6
"6369_YPDRapa"	24	31	5
"6370_YPDRapa"	27	27	3
"6371_YPDRapa"	20	22	3
"6372_YPDRapa"	27	22	4
"6373_YPDRapa"	46	43	6
"6374_YPDRapa"	15	16	2
"6375_YPDRapa"	20	15	0
"6376_YPDRapa"	22	19	5
"6377_YPDRapa"	42	51	1
"6378_YPDRapa"	17	23	4
"6379_YPDRapa"	15	16	0
"6380_YPDRapa"	70	93	23
"6381_YPDRapa"	9	13	0
"6382_YPDRapa"	22	33	4
"6383_YPDRapa"	7	21	5
"6384_YPDRapa"	17	20	3
"6385_YPDRapa"	26	21	3
"6386_YPDRapa"	21	19	3
"6387_YPDRapa"	36	53	8
"6388_YPDRapa"	14	32	8
"6389_YPDRapa"	40	67	12
"6390_YPDRapa"	26	45	5
"6391_YPDRapa"	3	23	5
"6392_YPDRapa"	23	36	4
"6393_YPDRapa"	41	85	18
"6394_YPDRapa"	40	12	6
"6395_YPDRapa"	51	60	17
"6396_YPDRapa"	22	28	3
"6397_YPDRapa"	12	8	4
"6398_YPDRapa"	8	16	4
"6399_YPDRapa"	15	26	4
"6400_YPDRapa"	10	17	3
"6401_YPDRapa"	24	46	7
"6402_YPDRapa"	17	32	5
"6403_YPDRapa"	48	32	4
"6404_YPDRapa"	31	51	14
"6405_YPDRapa"	27	43	2
"6406_YPDRapa"	55	45	15
"6407_YPDRapa"	16	19	2
"6408_YPDRapa"	31	49	6
"6409_YPDRapa"	64	48	5
"6410_YPDRapa"	39	49	7
"6411_YPDRapa"	23	17	2
"6412_YPDRapa"	24	30	4
"6413_YPDRapa"	13	18	1
"6414_YPDRapa"	15	7	2
"6415_YPDRapa"	47	71	13
"6416_YPDRapa"	27	44	5
"6417_YPDRapa"	64	83	23
"6418_YPDRapa"	99	72	4
"6419_YPDRapa"	22	33	12
"6420_YPDRapa"	15	24	5
"6421_YPDRapa"	20	27	6
"6422_YPDRapa"	34	31	7
"6423_YPDRapa"	16	27	6
"6424_YPDRapa"	13	22	1
"6425_YPDRapa"	53	35	5
"6426_YPDRapa"	73	81	14
"6427_YPDRapa"	17	15	1
"6428_YPDRapa"	64	79	11
"6429_YPDRapa"	43	57	10
"6430_YPDRapa"	22	34	5
"6431_YPDRapa"	28	47	3
"6432_YPDRapa"	56	47	4
"6433_YPDRapa"	43	47	6
"6434_YPDRapa"	10	27	4
"6435_YPDRapa"	23	16	2
"6436_YPDRapa"	22	32	1
"6437_YPDRapa"	9	16	5
"6438_YPDRapa"	24	28	7
"6439_YPDRapa"	14	20	7
"6440_YPDRapa"	17	40	2
"6441_YPDRapa"	24	13	5
"6442_YPDRapa"	6	24	4
"6443_YPDRapa"	20	21	0
"6444_YPDRapa"	19	28	11
"6445_YPDRapa"	26	23	10
"6446_YPDRapa"	20	32	4
"6447_YPDRapa"	60	90	21
"6448_YPDRapa"	25	33	6
"6449_YPDRapa"	13	17	1
"6450_YPDRapa"	24	23	8
"6451_YPDRapa"	24	28	3
"6452_YPDRapa"	15	18	5
"6453_YPDRapa"	61	44	8
"6454_YPDRapa"	12	17	1
"6455_YPDRapa"	4	20	4
"6456_YPDRapa"	12	40	6
"6457_YPDRapa"	10	8	0
"6458_YPDRapa"	25	26	5
"6459_YPDRapa"	47	37	7
"6460_YPDRapa"	19	33	4
"6461_YPDRapa"	20	21	3
"6462_YPDRapa"	21	18	10
"6463_YPDRapa"	11	19	2
"6464_YPDRapa"	26	28	2
"6465_YPDRapa"	25	16	0
"6466_YPDRapa"	43	48	8
"6467_YPDRapa"	22	25	7
"6468_YPDRapa"	31	29	11
"6469_YPDRapa"	14	20	7
"6470_YPDRapa"	49	52	1
"6471_YPDRapa"	15	15	3
"6472_YPDRapa"	12	21	4
"6473_YPDRapa"	20	32	4
"6474_YPDRapa"	14	16	2
"6475_YPDRapa"	9	7	3
"6476_YPDRapa"	29	36	5
"6477_YPDRapa"	52	38	4
"6478_YPDRapa"	15	21	5
"6479_YPDRapa"	14	18	3
"6480_YPDRapa"	26	17	2
"6481_YPDRapa"	7	20	5
"6482_YPDRapa"	12	16	3
"6483_YPDRapa"	22	25	2
"6484_YPDRapa"	31	38	4
"6485_YPDRapa"	32	28	6
"6486_YPDRapa"	78	58	5
"6487_YPDRapa"	40	20	4
"6488_YPDRapa"	15	23	0
"6489_YPDRapa"	25	36	14
"6490_YPDRapa"	14	23	2
"6491_YPDRapa"	31	25	3
"6492_YPDRapa"	37	13	2
"6493_YPDRapa"	13	17	3
"6494_YPDRapa"	35	29	6
"6495_YPDRapa"	16	15	4
"6496_YPDRapa"	15	18	5
"6497_YPDRapa"	41	31	8
"6498_YPDRapa"	10	12	1
"6499_YPDRapa"	21	28	3
"6500_YPDRapa"	33	47	3
"6501_YPDRapa"	17	32	4
"6502_YPDRapa"	56	36	5
"6503_YPDRapa"	10	15	3
"6504_YPDRapa"	15	23	3
"6505_YPDRapa"	70	68	16
"6506_YPDRapa"	53	36	10
"6507_YPDRapa"	14	12	4
"6508_YPDRapa"	29	34	8
"6509_YPDRapa"	34	51	6
"6510_YPDRapa"	23	27	6
"6511_YPDRapa"	13	16	4
"6512_YPDRapa"	65	71	12
"6513_YPDRapa"	45	37	4
"6514_YPDRapa"	21	29	6
"6515_YPDRapa"	16	20	3
"6516_YPDRapa"	30	30	3
"6517_YPDRapa"	7	17	4
"6518_YPDRapa"	18	18	3
"6519_YPDRapa"	14	22	3
"6520_YPDRapa"	17	18	9
"6521_YPDRapa"	52	55	6
"6522_YPDRapa"	12	13	3
"6523_YPDRapa"	37	29	10
"6524_YPDRapa"	35	47	13
"6525_YPDRapa"	132	97	17
"6526_YPDRapa"	56	53	15
"6527_YPDRapa"	17	20	3
"6528_YPDRapa"	34	29	3
"6529_YPDRapa"	33	33	8
"6530_YPDRapa"	15	38	8
"6531_YPDRapa"	24	24	7
"6532_YPDRapa"	58	61	3
"6533_YPDRapa"	55	48	1
"6534_YPDRapa"	10	25	2
"6535_YPDRapa"	15	22	2
"6536_YPDRapa"	9	14	5
"6537_YPDRapa"	32	45	2
"6538_YPDRapa"	32	25	1
"6539_YPDRapa"	33	30	10
"6540_YPDRapa"	19	16	5
"6541_YPDRapa"	44	52	15
"6542_YPDRapa"	23	32	7
"6543_YPDRapa"	53	65	13
"6544_YPDRapa"	46	53	12
"6545_YPDRapa"	74	62	10
"6546_YPDRapa"	16	18	4
"6547_YPDRapa"	40	59	7
"6548_YPDRapa"	28	30	6
"6549_YPDRapa"	62	60	12
"6550_YPDRapa"	20	22	2
"6551_YPDRapa"	50	56	15
"6552_YPDRapa"	22	18	7
"6553_YPDRapa"	12	22	2
"6554_YPDRapa"	18	24	8
"6555_YPDRapa"	31	47	8
"6556_YPDRapa"	38	47	7
"6557_YPDRapa"	22	21	4
"6558_YPDRapa"	37	26	6
"6559_YPDRapa"	27	62	5
"6560_YPDRapa"	10	14	5
"6561_YPDRapa"	15	16	4
"6562_YPDRapa"	60	80	16
"6563_YPDRapa"	58	59	14
"6564_YPDRapa"	15	25	2
"6565_YPDRapa"	23	13	1
"6566_YPDRapa"	26	22	6
"6567_YPDRapa"	42	43	8
"6568_YPDRapa"	30	15	1
"6569_YPDRapa"	22	25	8
"6570_YPDRapa"	12	11	3
"6571_YPDRapa"	30	22	1
"6572_YPDRapa"	11	12	4
"6573_YPDRapa"	19	21	8
"6574_YPDRapa"	21	20	1
"6575_YPDRapa"	27	54	12
"6576_YPDRapa"	30	44	16
"6577_YPDRapa"	17	41	7
"6578_YPDRapa"	15	16	1
"6579_YPDRapa"	36	28	2
"6580_YPDRapa"	29	29	4
"6581_YPDRapa"	14	23	4
"6582_YPDRapa"	61	59	9
"6583_YPDRapa"	25	28	4
"6584_YPDRapa"	20	21	3
"6585_YPDRapa"	10	31	5
"6586_YPDRapa"	15	29	5
"6587_YPDRapa"	18	41	2
"6588_YPDRapa"	14	7	1
"6589_YPDRapa"	22	31	6
"6590_YPDRapa"	40	62	18
"6591_YPDRapa"	15	16	1
"6592_YPDRapa"	12	27	3
"6593_YPDRapa"	17	13	3
"6594_YPDRapa"	39	30	9
"6595_YPDRapa"	19	17	3
"6596_YPDRapa"	15	35	4
"6597_YPDRapa"	9	13	4
"6598_YPDRapa"	28	35	10
"6599_YPDRapa"	11	10	3
"6600_YPDRapa"	32	36	3
"6601_YPDRapa"	14	31	7
"6602_YPDRapa"	16	16	0
"6603_YPDRapa"	20	11	5
"6604_YPDRapa"	76	39	7
"6605_YPDRapa"	34	43	7
"6606_YPDRapa"	26	28	6
"6607_YPDRapa"	9	7	3
"6608_YPDRapa"	16	21	4
"6609_YPDRapa"	58	21	8
"6610_YPDRapa"	73	29	8
"6611_YPDRapa"	14	25	0
"6612_YPDRapa"	16	22	6
"6613_YPDRapa"	10	12	4
"6614_YPDRapa"	22	14	1
"6615_YPDRapa"	13	20	4
"6616_YPDRapa"	26	25	3
"6617_YPDRapa"	27	42	6
"6618_YPDRapa"	48	66	12
"6619_YPDRapa"	13	12	3
"6620_YPDRapa"	5	8	1
"6621_YPDRapa"	11	13	5
"6622_YPDRapa"	19	29	4
"6623_YPDRapa"	11	21	1
"6624_YPDRapa"	37	56	5
"6625_YPDRapa"	33	38	3
"6626_YPDRapa"	16	16	5
"6627_YPDRapa"	46	57	13
"6628_YPDRapa"	9	15	1
"6629_YPDRapa"	37	19	2
"6630_YPDRapa"	38	28	2
"6631_YPDRapa"	12	20	3
"6632_YPDRapa"	15	22	4
"6633_YPDRapa"	20	12	1
"6634_YPDRapa"	14	31	3
"6635_YPDRapa"	25	17	2
"6636_YPDRapa"	24	55	14
"6637_YPDRapa"	7	20	3
"6638_YPDRapa"	14	16	2
"6639_YPDRapa"	40	21	4
"6640_YPDRapa"	21	29	5
"6641_YPDRapa"	23	25	6
"6642_YPDRapa"	25	32	6
"6643_YPDRapa"	40	39	8
"6644_YPDRapa"	19	22	2
"6645_YPDRapa"	33	42	2
"6646_YPDRapa"	12	12	2
"6647_YPDRapa"	60	40	4
"6648_YPDRapa"	34	28	1
"6649_YPDRapa"	23	25	5
"6650_YPDRapa"	36	42	10
"6651_YPDRapa"	30	29	3
"6652_YPDRapa"	26	31	5
"6653_YPDRapa"	19	24	6
"6654_YPDRapa"	25	26	2
"6655_YPDRapa"	48	57	12
"6656_YPDRapa"	34	32	6
"6657_YPDRapa"	8	18	5
"6658_YPDRapa"	74	39	1
"6659_YPDRapa"	53	80	6
"6660_YPDRapa"	17	25	10
"6661_YPDRapa"	31	35	7
"6662_YPDRapa"	15	17	8
"6663_YPDRapa"	23	37	4
"6664_YPDRapa"	18	23	3
"6665_YPDRapa"	38	42	6
"6666_YPDRapa"	70	49	16
"6667_YPDRapa"	43	38	3
"6668_YPDRapa"	17	28	4
"6669_YPDRapa"	16	17	4
"6670_YPDRapa"	32	15	3
"6671_YPDRapa"	84	76	4
"6672_YPDRapa"	16	17	5
"6673_YPDRapa"	43	15	6
"6674_YPDRapa"	23	39	8
"6675_YPDRapa"	39	46	8
"6676_YPDRapa"	22	17	5
"6677_YPDRapa"	9	17	6
"6678_YPDRapa"	13	7	4
"6679_YPDRapa"	22	19	6
"6680_YPDRapa"	23	18	0
"6681_YPDRapa"	84	118	18
"6682_YPDRapa"	10	15	0
