"YLR044C"	"YHR174W"	"YPR035W"
"6683_YPDRapa"	27	27	1
"6684_YPDRapa"	9	22	3
"6685_YPDRapa"	18	25	7
"6686_YPDRapa"	29	28	7
"6687_YPDRapa"	22	33	9
"6688_YPDRapa"	22	28	5
"6689_YPDRapa"	75	117	13
"6690_YPDRapa"	23	26	5
"6691_YPDRapa"	25	30	12
"6692_YPDRapa"	40	68	13
"6693_YPDRapa"	25	18	4
"6694_YPDRapa"	30	33	10
"6695_YPDRapa"	25	22	6
"6696_YPDRapa"	11	14	0
"6697_YPDRapa"	27	32	9
"6698_YPDRapa"	14	19	4
"6699_YPDRapa"	22	15	2
"6700_YPDRapa"	54	64	10
"6701_YPDRapa"	52	63	24
"6702_YPDRapa"	24	29	7
"6703_YPDRapa"	75	53	15
"6704_YPDRapa"	38	30	5
"6705_YPDRapa"	39	24	8
"6706_YPDRapa"	18	19	6
"6707_YPDRapa"	18	15	6
"6708_YPDRapa"	10	22	5
"6709_YPDRapa"	14	13	3
"6710_YPDRapa"	19	29	3
"6711_YPDRapa"	12	15	0
"6712_YPDRapa"	53	60	4
"6713_YPDRapa"	28	46	10
"6714_YPDRapa"	23	42	12
"6715_YPDRapa"	20	27	3
"6716_YPDRapa"	8	15	3
"6717_YPDRapa"	17	18	4
"6718_YPDRapa"	25	34	4
"6719_YPDRapa"	21	19	5
"6720_YPDRapa"	20	33	11
"6721_YPDRapa"	33	24	4
"6722_YPDRapa"	43	45	7
"6723_YPDRapa"	10	24	4
"6724_YPDRapa"	16	16	0
"6725_YPDRapa"	42	37	24
"6726_YPDRapa"	46	42	8
"6727_YPDRapa"	17	19	2
"6728_YPDRapa"	15	30	4
"6729_YPDRapa"	13	10	2
"6730_YPDRapa"	22	35	6
"6731_YPDRapa"	24	30	5
"6732_YPDRapa"	19	27	2
"6733_YPDRapa"	16	22	2
"6734_YPDRapa"	37	55	11
"6735_YPDRapa"	15	12	4
"6736_YPDRapa"	23	27	3
"6737_YPDRapa"	28	39	8
"6738_YPDRapa"	26	47	9
"6739_YPDRapa"	22	24	5
"6740_YPDRapa"	20	36	11
"6741_YPDRapa"	18	16	10
"6742_YPDRapa"	33	50	5
"6743_YPDRapa"	24	22	5
"6744_YPDRapa"	12	12	4
"6745_YPDRapa"	29	31	5
"6746_YPDRapa"	25	15	2
"6747_YPDRapa"	59	80	19
"6748_YPDRapa"	17	22	4
"6749_YPDRapa"	29	45	9
"6750_YPDRapa"	37	29	11
"6751_YPDRapa"	23	27	4
"6752_YPDRapa"	10	5	0
"6753_YPDRapa"	44	38	8
"6754_YPDRapa"	15	34	6
"6755_YPDRapa"	42	46	6
"6756_YPDRapa"	23	36	7
"6757_YPDRapa"	31	33	5
"6758_YPDRapa"	23	20	2
"6759_YPDRapa"	9	21	3
"6760_YPDRapa"	49	53	10
"6761_YPDRapa"	12	21	8
"6762_YPDRapa"	19	17	2
"6763_YPDRapa"	20	28	7
"6764_YPDRapa"	34	31	1
"6765_YPDRapa"	19	36	6
"6766_YPDRapa"	8	17	0
"6767_YPDRapa"	21	14	9
"6768_YPDRapa"	25	28	4
"6769_YPDRapa"	8	8	2
"6770_YPDRapa"	27	39	12
"6771_YPDRapa"	19	25	3
"6772_YPDRapa"	19	15	6
"6773_YPDRapa"	41	43	2
"6774_YPDRapa"	14	25	5
"6775_YPDRapa"	27	20	9
"6776_YPDRapa"	25	31	1
"6777_YPDRapa"	17	24	8
"6778_YPDRapa"	26	40	15
"6779_YPDRapa"	23	25	2
"6780_YPDRapa"	22	22	2
"6781_YPDRapa"	26	21	4
"6782_YPDRapa"	7	8	7
"6783_YPDRapa"	13	19	1
"6784_YPDRapa"	21	16	2
"6785_YPDRapa"	9	14	3
"6786_YPDRapa"	6	19	6
"6787_YPDRapa"	32	27	0
"6788_YPDRapa"	26	28	5
"6789_YPDRapa"	19	12	3
"6790_YPDRapa"	16	26	1
"6791_YPDRapa"	13	16	2
"6792_YPDRapa"	15	15	1
"6793_YPDRapa"	24	13	4
"6794_YPDRapa"	17	22	5
"6795_YPDRapa"	48	68	11
"6796_YPDRapa"	33	19	1
"6797_YPDRapa"	39	35	5
"6798_YPDRapa"	36	24	8
"6799_YPDRapa"	26	35	4
"6800_YPDRapa"	23	21	3
"6801_YPDRapa"	20	27	0
"6802_YPDRapa"	20	34	5
"6803_YPDRapa"	36	28	9
"6804_YPDRapa"	9	14	4
"6805_YPDRapa"	20	21	2
"6806_YPDRapa"	53	51	8
"6807_YPDRapa"	19	40	6
"6808_YPDRapa"	15	20	3
"6809_YPDRapa"	65	46	0
"6810_YPDRapa"	15	19	4
"6811_YPDRapa"	31	59	11
"6812_YPDRapa"	28	36	6
"6813_YPDRapa"	41	32	5
"6814_YPDRapa"	40	25	4
"6815_YPDRapa"	32	34	3
"6816_YPDRapa"	13	12	1
"6817_YPDRapa"	27	30	9
"6818_YPDRapa"	30	32	2
"6819_YPDRapa"	10	16	6
"6820_YPDRapa"	23	24	2
"6821_YPDRapa"	18	17	3
"6822_YPDRapa"	38	29	2
"6823_YPDRapa"	10	11	1
"6824_YPDRapa"	47	32	4
"6825_YPDRapa"	41	39	4
"6826_YPDRapa"	28	29	5
"6827_YPDRapa"	50	75	10
"6828_YPDRapa"	7	18	5
"6829_YPDRapa"	24	36	5
"6830_YPDRapa"	20	23	2
"6831_YPDRapa"	27	27	9
"6832_YPDRapa"	40	57	6
"6833_YPDRapa"	13	28	7
"6834_YPDRapa"	12	16	4
"6835_YPDRapa"	18	26	5
"6836_YPDRapa"	24	38	8
"6837_YPDRapa"	22	32	5
"6838_YPDRapa"	11	34	8
"6839_YPDRapa"	31	29	3
"6840_YPDRapa"	38	47	12
"6841_YPDRapa"	12	14	4
"6842_YPDRapa"	20	16	4
"6843_YPDRapa"	17	18	5
"6844_YPDRapa"	29	25	7
"6845_YPDRapa"	11	16	2
"6846_YPDRapa"	24	27	5
"6847_YPDRapa"	61	48	15
"6848_YPDRapa"	19	19	5
"6849_YPDRapa"	33	36	2
"6850_YPDRapa"	30	25	5
"6851_YPDRapa"	8	19	6
"6852_YPDRapa"	15	21	4
"6853_YPDRapa"	17	25	6
"6854_YPDRapa"	20	24	4
"6855_YPDRapa"	4	16	9
"6856_YPDRapa"	20	22	0
"6857_YPDRapa"	14	13	5
"6858_YPDRapa"	64	69	7
"6859_YPDRapa"	53	69	16
"6860_YPDRapa"	22	25	4
"6861_YPDRapa"	12	13	2
"6862_YPDRapa"	12	14	1
"6863_YPDRapa"	21	33	2
"6864_YPDRapa"	9	25	3
"6865_YPDRapa"	10	15	5
"6866_YPDRapa"	33	38	12
"6867_YPDRapa"	17	27	5
"6868_YPDRapa"	33	44	1
"6869_YPDRapa"	19	24	3
"6870_YPDRapa"	32	28	9
"6871_YPDRapa"	14	17	5
"6872_YPDRapa"	40	41	6
"6873_YPDRapa"	13	20	2
"6874_YPDRapa"	39	25	2
"6875_YPDRapa"	24	35	4
"6876_YPDRapa"	55	46	7
"6877_YPDRapa"	14	10	1
"6878_YPDRapa"	31	42	9
"6879_YPDRapa"	13	13	3
"6880_YPDRapa"	17	26	5
"6881_YPDRapa"	32	39	3
"6882_YPDRapa"	16	21	5
"6883_YPDRapa"	19	17	6
"6884_YPDRapa"	28	21	2
"6885_YPDRapa"	61	59	3
"6886_YPDRapa"	32	37	8
"6887_YPDRapa"	41	63	7
"6888_YPDRapa"	39	40	8
"6889_YPDRapa"	29	43	8
"6890_YPDRapa"	52	46	7
"6891_YPDRapa"	38	38	11
"6892_YPDRapa"	23	31	4
"6893_YPDRapa"	19	20	2
"6894_YPDRapa"	29	20	3
"6895_YPDRapa"	14	11	1
"6896_YPDRapa"	7	13	1
"6897_YPDRapa"	44	32	11
"6898_YPDRapa"	26	53	11
"6899_YPDRapa"	47	31	6
"6900_YPDRapa"	67	83	18
"6901_YPDRapa"	8	16	1
"6902_YPDRapa"	83	100	26
"6903_YPDRapa"	11	7	2
"6904_YPDRapa"	34	41	7
"6905_YPDRapa"	15	15	7
"6906_YPDRapa"	33	48	11
"6907_YPDRapa"	23	15	0
"6908_YPDRapa"	15	13	3
"6909_YPDRapa"	84	98	21
"6910_YPDRapa"	16	30	6
"6911_YPDRapa"	25	41	6
"6912_YPDRapa"	28	27	2
"6913_YPDRapa"	27	28	6
"6914_YPDRapa"	32	41	4
"6915_YPDRapa"	80	103	13
"6916_YPDRapa"	18	20	5
"6917_YPDRapa"	28	31	16
"6918_YPDRapa"	20	44	18
"6919_YPDRapa"	17	17	0
"6920_YPDRapa"	34	47	9
"6921_YPDRapa"	36	37	16
"6922_YPDRapa"	29	18	4
"6923_YPDRapa"	16	29	9
"6924_YPDRapa"	43	49	7
"6925_YPDRapa"	48	59	6
"6926_YPDRapa"	12	7	10
"6927_YPDRapa"	30	18	2
"6928_YPDRapa"	17	16	3
"6929_YPDRapa"	54	67	10
"6930_YPDRapa"	35	33	6
"6931_YPDRapa"	31	25	5
"6932_YPDRapa"	76	79	12
"6933_YPDRapa"	13	16	4
"6934_YPDRapa"	13	25	7
"6935_YPDRapa"	12	19	4
"6936_YPDRapa"	39	22	0
"6937_YPDRapa"	12	12	7
"6938_YPDRapa"	27	27	4
"6939_YPDRapa"	26	11	4
"6940_YPDRapa"	33	37	17
"6941_YPDRapa"	36	27	4
"6942_YPDRapa"	15	25	3
"6943_YPDRapa"	23	23	9
"6944_YPDRapa"	22	24	2
"6945_YPDRapa"	22	24	0
"6946_YPDRapa"	30	56	9
"6947_YPDRapa"	10	14	4
"6948_YPDRapa"	19	19	3
"6949_YPDRapa"	10	12	3
"6950_YPDRapa"	26	20	10
"6951_YPDRapa"	12	16	5
"6952_YPDRapa"	19	24	3
"6953_YPDRapa"	5	16	4
"6954_YPDRapa"	17	13	5
"6955_YPDRapa"	19	12	0
"6956_YPDRapa"	7	13	3
"6957_YPDRapa"	11	18	6
"6958_YPDRapa"	15	19	4
"6959_YPDRapa"	32	32	4
"6960_YPDRapa"	23	27	5
"6961_YPDRapa"	14	14	0
"6962_YPDRapa"	28	10	2
"6963_YPDRapa"	13	28	6
"6964_YPDRapa"	24	53	6
"6965_YPDRapa"	17	22	5
"6966_YPDRapa"	47	49	16
"6967_YPDRapa"	24	29	5
"6968_YPDRapa"	12	21	4
"6969_YPDRapa"	19	16	1
"6970_YPDRapa"	19	19	2
"6971_YPDRapa"	16	24	6
"6972_YPDRapa"	28	23	5
"6973_YPDRapa"	19	18	1
"6974_YPDRapa"	8	20	3
"6975_YPDRapa"	13	11	5
"6976_YPDRapa"	25	14	2
"6977_YPDRapa"	19	24	3
"6978_YPDRapa"	38	50	7
"6979_YPDRapa"	22	33	4
"6980_YPDRapa"	24	14	4
"6981_YPDRapa"	6	19	1
"6982_YPDRapa"	7	27	6
"6983_YPDRapa"	23	54	10
"6984_YPDRapa"	44	38	5
"6985_YPDRapa"	13	20	2
"6986_YPDRapa"	38	19	6
"6987_YPDRapa"	33	38	12
"6988_YPDRapa"	16	30	3
"6989_YPDRapa"	29	28	8
"6990_YPDRapa"	34	35	7
"6991_YPDRapa"	2	8	0
"6992_YPDRapa"	14	23	7
"6993_YPDRapa"	19	30	6
"6994_YPDRapa"	2	2	8
"6995_YPDRapa"	10	11	2
"6996_YPDRapa"	31	32	2
"6997_YPDRapa"	25	27	5
"6998_YPDRapa"	38	39	1
"6999_YPDRapa"	40	45	8
"7000_YPDRapa"	53	54	8
"7001_YPDRapa"	35	25	11
"7002_YPDRapa"	30	35	8
"7003_YPDRapa"	18	12	6
"7004_YPDRapa"	14	19	0
"7005_YPDRapa"	12	23	3
"7006_YPDRapa"	26	12	4
"7007_YPDRapa"	43	21	5
"7008_YPDRapa"	36	37	10
"7009_YPDRapa"	13	18	3
"7010_YPDRapa"	13	19	3
"7011_YPDRapa"	32	15	5
"7012_YPDRapa"	16	29	7
"7013_YPDRapa"	23	15	3
"7014_YPDRapa"	17	15	4
"7015_YPDRapa"	23	29	1
"7016_YPDRapa"	27	20	8
"7017_YPDRapa"	14	15	3
"7018_YPDRapa"	29	28	11
"7019_YPDRapa"	13	16	6
"7020_YPDRapa"	22	22	5
"7021_YPDRapa"	10	9	0
"7022_YPDRapa"	36	41	8
"7023_YPDRapa"	31	39	10
"7024_YPDRapa"	24	33	10
"7025_YPDRapa"	54	32	0
"7026_YPDRapa"	25	39	8
"7027_YPDRapa"	32	56	14
"7028_YPDRapa"	14	25	4
"7029_YPDRapa"	24	34	7
"7030_YPDRapa"	27	18	2
"7031_YPDRapa"	15	17	3
"7032_YPDRapa"	65	97	18
"7033_YPDRapa"	7	18	2
"7034_YPDRapa"	13	15	1
"7035_YPDRapa"	31	27	6
"7036_YPDRapa"	23	35	6
"7037_YPDRapa"	39	44	6
"7038_YPDRapa"	29	38	7
"7039_YPDRapa"	25	29	2
"7040_YPDRapa"	25	35	13
"7041_YPDRapa"	15	16	4
"7042_YPDRapa"	24	43	6
"7043_YPDRapa"	23	23	3
"7044_YPDRapa"	11	21	6
"7045_YPDRapa"	30	31	8
"7046_YPDRapa"	14	28	2
"7047_YPDRapa"	34	44	6
"7048_YPDRapa"	17	17	4
"7049_YPDRapa"	19	20	2
"7050_YPDRapa"	17	14	5
"7051_YPDRapa"	21	21	4
"7052_YPDRapa"	43	32	2
"7053_YPDRapa"	23	24	9
"7054_YPDRapa"	14	8	2
"7055_YPDRapa"	45	38	19
"7056_YPDRapa"	36	29	11
"7057_YPDRapa"	41	48	16
"7058_YPDRapa"	19	26	3
"7059_YPDRapa"	26	35	3
"7060_YPDRapa"	19	15	5
"7061_YPDRapa"	28	30	6
"7062_YPDRapa"	19	23	9
"7063_YPDRapa"	74	93	18
"7064_YPDRapa"	16	25	2
"7065_YPDRapa"	19	23	5
"7066_YPDRapa"	8	7	3
"7067_YPDRapa"	23	19	1
"7068_YPDRapa"	56	46	11
"7069_YPDRapa"	38	40	7
"7070_YPDRapa"	20	23	1
"7071_YPDRapa"	14	19	4
"7072_YPDRapa"	27	27	3
"7073_YPDRapa"	14	25	4
"7074_YPDRapa"	19	45	4
"7075_YPDRapa"	16	16	7
"7076_YPDRapa"	9	6	6
"7077_YPDRapa"	20	25	24
"7078_YPDRapa"	12	16	3
"7079_YPDRapa"	17	17	6
"7080_YPDRapa"	37	38	2
"7081_YPDRapa"	26	28	8
"7082_YPDRapa"	25	12	4
"7083_YPDRapa"	68	104	13
"7084_YPDRapa"	50	54	4
"7085_YPDRapa"	16	27	3
"7086_YPDRapa"	17	24	7
"7087_YPDRapa"	23	25	5
"7088_YPDRapa"	25	16	5
"7089_YPDRapa"	13	9	4
"7090_YPDRapa"	23	18	3
"7091_YPDRapa"	44	45	5
"7092_YPDRapa"	46	39	9
"7093_YPDRapa"	25	17	8
"7094_YPDRapa"	51	65	14
"7095_YPDRapa"	16	28	5
"7096_YPDRapa"	31	42	4
"7097_YPDRapa"	19	21	8
"7098_YPDRapa"	51	52	15
"7099_YPDRapa"	23	30	5
"7100_YPDRapa"	18	16	3
"7101_YPDRapa"	17	12	1
"7102_YPDRapa"	11	20	1
"7103_YPDRapa"	26	25	1
"7104_YPDRapa"	24	28	7
"7105_YPDRapa"	24	52	6
"7106_YPDRapa"	43	72	4
"7107_YPDRapa"	23	28	5
"7108_YPDRapa"	28	20	6
"7109_YPDRapa"	39	35	3
"7110_YPDRapa"	16	11	2
"7111_YPDRapa"	27	54	9
"7112_YPDRapa"	24	12	3
"7113_YPDRapa"	26	48	11
"7114_YPDRapa"	7	15	3
"7115_YPDRapa"	13	14	2
"7116_YPDRapa"	8	20	3
"7117_YPDRapa"	24	29	1
"7118_YPDRapa"	23	24	4
"7119_YPDRapa"	20	15	2
"7120_YPDRapa"	14	20	5
"7121_YPDRapa"	35	55	7
"7122_YPDRapa"	13	22	2
"7123_YPDRapa"	32	45	5
"7124_YPDRapa"	21	20	8
"7125_YPDRapa"	6	9	0
"7126_YPDRapa"	68	70	13
"7127_YPDRapa"	6	10	3
"7128_YPDRapa"	25	41	6
"7129_YPDRapa"	7	20	1
"7130_YPDRapa"	33	39	6
"7131_YPDRapa"	88	85	8
"7132_YPDRapa"	17	29	8
"7133_YPDRapa"	18	16	5
"7134_YPDRapa"	48	58	17
"7135_YPDRapa"	27	21	5
"7136_YPDRapa"	25	23	4
"7137_YPDRapa"	30	42	3
"7138_YPDRapa"	20	27	3
"7139_YPDRapa"	32	25	4
"7140_YPDRapa"	26	24	9
"7141_YPDRapa"	31	33	7
"7142_YPDRapa"	31	27	3
"7143_YPDRapa"	14	15	3
"7144_YPDRapa"	22	38	1
"7145_YPDRapa"	42	33	11
"7146_YPDRapa"	16	20	7
"7147_YPDRapa"	28	20	2
"7148_YPDRapa"	10	15	4
"7149_YPDRapa"	24	20	9
"7150_YPDRapa"	6	15	2
"7151_YPDRapa"	13	24	13
"7152_YPDRapa"	34	35	4
"7153_YPDRapa"	38	31	7
"7154_YPDRapa"	13	7	6
"7155_YPDRapa"	19	22	1
"7156_YPDRapa"	18	38	6
"7157_YPDRapa"	15	26	4
"7158_YPDRapa"	66	66	9
"7159_YPDRapa"	48	37	3
"7160_YPDRapa"	27	33	3
"7161_YPDRapa"	31	22	6
"7162_YPDRapa"	21	29	3
"7163_YPDRapa"	15	29	3
"7164_YPDRapa"	11	16	3
"7165_YPDRapa"	21	21	6
"7166_YPDRapa"	11	15	5
"7167_YPDRapa"	32	24	3
"7168_YPDRapa"	6	15	4
"7169_YPDRapa"	20	25	5
"7170_YPDRapa"	25	38	4
"7171_YPDRapa"	45	28	3
"7172_YPDRapa"	14	24	7
"7173_YPDRapa"	32	38	10
"7174_YPDRapa"	40	27	4
"7175_YPDRapa"	20	13	2
"7176_YPDRapa"	24	31	6
"7177_YPDRapa"	36	37	1
"7178_YPDRapa"	38	47	11
"7179_YPDRapa"	13	13	5
"7180_YPDRapa"	25	26	2
"7181_YPDRapa"	21	28	1
"7182_YPDRapa"	28	30	3
"7183_YPDRapa"	45	54	12
"7184_YPDRapa"	62	60	18
"7185_YPDRapa"	51	59	10
"7186_YPDRapa"	12	22	6
"7187_YPDRapa"	28	35	6
"7188_YPDRapa"	20	21	4
"7189_YPDRapa"	20	21	1
"7190_YPDRapa"	6	21	3
"7191_YPDRapa"	38	26	4
"7192_YPDRapa"	20	35	9
"7193_YPDRapa"	17	14	7
"7194_YPDRapa"	29	39	5
"7195_YPDRapa"	22	26	8
"7196_YPDRapa"	53	33	9
"7197_YPDRapa"	19	19	5
"7198_YPDRapa"	21	30	7
"7199_YPDRapa"	16	25	8
"7200_YPDRapa"	18	23	1
"7201_YPDRapa"	16	32	7
"7202_YPDRapa"	58	35	5
"7203_YPDRapa"	15	16	1
"7204_YPDRapa"	22	14	0
"7205_YPDRapa"	15	25	0
"7206_YPDRapa"	16	23	5
"7207_YPDRapa"	9	15	3
"7208_YPDRapa"	33	25	5
"7209_YPDRapa"	7	13	9
"7210_YPDRapa"	29	45	8
"7211_YPDRapa"	21	24	2
"7212_YPDRapa"	23	23	4
"7213_YPDRapa"	45	39	13
"7214_YPDRapa"	22	14	0
"7215_YPDRapa"	9	9	1
"7216_YPDRapa"	12	17	3
"7217_YPDRapa"	37	39	7
"7218_YPDRapa"	26	20	2
"7219_YPDRapa"	73	97	16
"7220_YPDRapa"	33	35	13
"7221_YPDRapa"	10	22	0
"7222_YPDRapa"	23	43	11
"7223_YPDRapa"	36	26	4
"7224_YPDRapa"	35	51	13
"7225_YPDRapa"	10	15	6
"7226_YPDRapa"	39	45	8
"7227_YPDRapa"	12	20	4
"7228_YPDRapa"	14	19	2
"7229_YPDRapa"	39	36	7
"7230_YPDRapa"	27	25	0
"7231_YPDRapa"	19	19	1
"7232_YPDRapa"	24	17	0
"7233_YPDRapa"	19	22	10
"7234_YPDRapa"	24	17	4
"7235_YPDRapa"	19	27	5
"7236_YPDRapa"	14	10	2
"7237_YPDRapa"	47	56	16
"7238_YPDRapa"	27	20	3
"7239_YPDRapa"	14	21	8
"7240_YPDRapa"	29	40	7
"7241_YPDRapa"	12	19	5
"7242_YPDRapa"	16	22	2
"7243_YPDRapa"	48	51	15
"7244_YPDRapa"	51	57	13
"7245_YPDRapa"	31	32	2
"7246_YPDRapa"	42	37	7
"7247_YPDRapa"	46	31	12
"7248_YPDRapa"	47	52	20
"7249_YPDRapa"	25	19	6
"7250_YPDRapa"	29	31	6
"7251_YPDRapa"	33	31	12
"7252_YPDRapa"	33	29	2
"7253_YPDRapa"	45	56	9
"7254_YPDRapa"	18	16	1
"7255_YPDRapa"	12	20	3
"7256_YPDRapa"	8	18	3
"7257_YPDRapa"	19	17	0
"7258_YPDRapa"	46	38	9
"7259_YPDRapa"	34	32	2
"7260_YPDRapa"	25	35	3
"7261_YPDRapa"	17	28	9
"7262_YPDRapa"	53	49	3
"7263_YPDRapa"	20	30	5
"7264_YPDRapa"	24	11	0
"7265_YPDRapa"	34	41	13
"7266_YPDRapa"	14	16	5
"7267_YPDRapa"	17	24	4
"7268_YPDRapa"	52	46	8
"7269_YPDRapa"	27	31	4
"7270_YPDRapa"	21	12	0
"7271_YPDRapa"	17	19	4
"7272_YPDRapa"	27	15	0
"7273_YPDRapa"	12	16	6
"7274_YPDRapa"	27	13	3
"7275_YPDRapa"	5	9	4
"7276_YPDRapa"	31	41	8
"7277_YPDRapa"	56	60	8
"7278_YPDRapa"	37	46	5
"7279_YPDRapa"	13	17	3
"7280_YPDRapa"	22	16	5
"7281_YPDRapa"	20	35	5
"7282_YPDRapa"	23	30	4
"7283_YPDRapa"	37	32	5
"7284_YPDRapa"	17	12	5
"7285_YPDRapa"	29	22	2
"7286_YPDRapa"	18	19	2
"7287_YPDRapa"	21	27	5
"7288_YPDRapa"	16	27	0
"7289_YPDRapa"	37	40	6
"7290_YPDRapa"	26	20	7
"7291_YPDRapa"	11	17	6
"7292_YPDRapa"	53	47	10
"7293_YPDRapa"	9	21	3
"7294_YPDRapa"	15	12	3
"7295_YPDRapa"	9	20	7
"7296_YPDRapa"	10	6	4
"7297_YPDRapa"	29	27	15
"7298_YPDRapa"	24	32	10
"7299_YPDRapa"	27	20	13
"7300_YPDRapa"	44	38	6
"7301_YPDRapa"	30	30	8
"7302_YPDRapa"	59	58	6
"7303_YPDRapa"	8	16	4
"7304_YPDRapa"	25	20	2
"7305_YPDRapa"	11	7	2
"7306_YPDRapa"	24	26	4
"7307_YPDRapa"	23	27	8
"7308_YPDRapa"	25	20	0
"7309_YPDRapa"	14	19	1
"7310_YPDRapa"	33	18	3
"7311_YPDRapa"	47	26	5
"7312_YPDRapa"	31	29	8
"7313_YPDRapa"	23	44	6
"7314_YPDRapa"	15	16	1
"7315_YPDRapa"	16	31	3
"7316_YPDRapa"	42	27	9
"7317_YPDRapa"	87	60	7
"7318_YPDRapa"	14	24	3
"7319_YPDRapa"	66	48	3
"7320_YPDRapa"	9	8	0
"7321_YPDRapa"	21	23	2
"7322_YPDRapa"	28	21	5
"7323_YPDRapa"	5	22	3
"7324_YPDRapa"	26	27	8
"7325_YPDRapa"	16	30	3
"7326_YPDRapa"	22	16	5
"7327_YPDRapa"	17	28	3
"7328_YPDRapa"	25	28	1
"7329_YPDRapa"	31	37	5
"7330_YPDRapa"	12	14	3
"7331_YPDRapa"	55	51	11
"7332_YPDRapa"	32	54	0
"7333_YPDRapa"	14	18	5
"7334_YPDRapa"	35	18	4
"7335_YPDRapa"	10	18	1
"7336_YPDRapa"	20	31	5
"7337_YPDRapa"	21	16	3
"7338_YPDRapa"	28	45	7
"7339_YPDRapa"	37	34	8
"7340_YPDRapa"	26	18	2
"7341_YPDRapa"	24	17	9
"7342_YPDRapa"	22	36	10
"7343_YPDRapa"	14	19	0
"7344_YPDRapa"	50	49	5
"7345_YPDRapa"	48	33	2
"7346_YPDRapa"	64	91	13
"7347_YPDRapa"	10	26	3
"7348_YPDRapa"	59	39	7
"7349_YPDRapa"	33	36	7
"7350_YPDRapa"	31	38	10
"7351_YPDRapa"	33	33	8
"7352_YPDRapa"	37	57	10
"7353_YPDRapa"	27	35	4
"7354_YPDRapa"	41	36	5
"7355_YPDRapa"	41	59	6
"7356_YPDRapa"	29	34	9
"7357_YPDRapa"	15	28	8
"7358_YPDRapa"	26	19	4
"7359_YPDRapa"	40	46	9
"7360_YPDRapa"	19	11	4
"7361_YPDRapa"	28	28	3
"7362_YPDRapa"	35	37	15
"7363_YPDRapa"	11	14	4
"7364_YPDRapa"	30	12	4
"7365_YPDRapa"	21	18	3
"7366_YPDRapa"	10	10	4
"7367_YPDRapa"	35	29	4
"7368_YPDRapa"	61	34	4
"7369_YPDRapa"	22	23	5
"7370_YPDRapa"	21	22	3
"7371_YPDRapa"	12	15	12
"7372_YPDRapa"	47	54	13
"7373_YPDRapa"	35	19	0
"7374_YPDRapa"	54	39	12
"7375_YPDRapa"	19	15	6
"7376_YPDRapa"	13	22	3
"7377_YPDRapa"	14	15	2
"7378_YPDRapa"	17	35	2
"7379_YPDRapa"	10	17	6
"7380_YPDRapa"	69	111	9
"7381_YPDRapa"	21	8	4
"7382_YPDRapa"	25	40	7
"7383_YPDRapa"	46	30	9
"7384_YPDRapa"	16	23	5
"7385_YPDRapa"	19	27	3
"7386_YPDRapa"	34	36	5
"7387_YPDRapa"	48	57	2
"7388_YPDRapa"	30	52	9
"7389_YPDRapa"	15	20	2
"7390_YPDRapa"	16	18	1
"7391_YPDRapa"	36	47	9
"7392_YPDRapa"	13	16	1
"7393_YPDRapa"	19	21	0
"7394_YPDRapa"	30	28	14
"7395_YPDRapa"	42	53	15
"7396_YPDRapa"	29	33	6
"7397_YPDRapa"	28	35	4
"7398_YPDRapa"	24	28	2
"7399_YPDRapa"	17	25	2
"7400_YPDRapa"	69	54	21
"7401_YPDRapa"	24	27	2
"7402_YPDRapa"	43	37	3
"7403_YPDRapa"	19	35	6
"7404_YPDRapa"	19	29	4
"7405_YPDRapa"	42	59	16
"7406_YPDRapa"	10	20	6
"7407_YPDRapa"	19	23	15
"7408_YPDRapa"	26	22	4
"7409_YPDRapa"	15	38	8
"7410_YPDRapa"	34	39	13
"7411_YPDRapa"	16	22	9
"7412_YPDRapa"	42	20	6
"7413_YPDRapa"	13	22	1
"7414_YPDRapa"	26	17	1
"7415_YPDRapa"	16	22	3
"7416_YPDRapa"	9	16	1
"7417_YPDRapa"	43	46	5
"7418_YPDRapa"	16	14	2
"7419_YPDRapa"	14	23	6
"7420_YPDRapa"	36	35	2
"7421_YPDRapa"	32	50	8
"7422_YPDRapa"	19	29	3
"7423_YPDRapa"	21	22	8
"7424_YPDRapa"	17	12	5
"7425_YPDRapa"	24	31	8
"7426_YPDRapa"	18	26	4
"7427_YPDRapa"	34	34	1
"7428_YPDRapa"	11	16	6
"7429_YPDRapa"	15	26	7
"7430_YPDRapa"	26	29	4
"7431_YPDRapa"	21	12	2
"7432_YPDRapa"	19	17	3
"7433_YPDRapa"	36	49	8
"7434_YPDRapa"	16	16	7
"7435_YPDRapa"	12	11	1
"7436_YPDRapa"	34	30	12
"7437_YPDRapa"	9	13	3
"7438_YPDRapa"	23	28	3
"7439_YPDRapa"	17	17	11
"7440_YPDRapa"	19	18	2
"7441_YPDRapa"	21	46	6
"7442_YPDRapa"	49	40	9
"7443_YPDRapa"	40	44	5
"7444_YPDRapa"	21	30	3
"7445_YPDRapa"	20	23	11
"7446_YPDRapa"	20	13	2
"7447_YPDRapa"	44	58	15
"7448_YPDRapa"	21	17	7
"7449_YPDRapa"	15	25	3
"7450_YPDRapa"	18	31	4
"7451_YPDRapa"	14	20	5
"7452_YPDRapa"	17	38	10
"7453_YPDRapa"	33	21	0
"7454_YPDRapa"	18	25	4
"7455_YPDRapa"	34	44	9
"7456_YPDRapa"	32	24	4
"7457_YPDRapa"	22	33	2
"7458_YPDRapa"	31	40	9
